id,xmin,ymin,xmax,ymax
2735,155,101,230,166
2736,212,0,341,92
2737,138,95,250,209
2738,66,125,178,294
2740,98,65,182,126
2744,196,41,328,125
2746,118,78,268,272
2751,256,88,397,161
2752,74,75,216,214
2753,104,226,363,268
2760,180,56,348,135
2761,216,135,345,229
2763,149,42,296,135
2764,138,138,261,235
2765,35,241,171,336
2766,116,128,234,213
2767,283,78,410,172
2769,270,178,377,296
2770,176,60,330,156
2773,64,0,206,200
2774,156,126,310,225
2776,207,48,352,121
2778,212,126,357,206
2780,176,138,294,236
2782,0,0,500,72
2783,200,78,286,263
2784,0,0,333,91
2785,187,134,321,218
2789,187,109,316,192
2790,235,410,401,500
2792,0,0,500,66
2796,165,171,303,266
2799,303,66,426,202
2801,171,68,337,190
2802,84,147,341,266
2803,0,0,386,66
2804,254,179,500,299
2805,0,345,151,500
2806,145,103,328,186
2807,124,154,273,247
2810,160,191,345,257
2812,53,0,375,87
2813,247,93,437,201
2818,0,0,500,72
2822,180,231,339,297
2824,133,68,241,144
2826,176,87,299,179
2829,138,130,395,209
2830,261,43,421,114
2831,178,201,314,300
2834,0,55,500,337
2835,149,205,343,276
2836,0,0,500,70
2837,0,0,500,60
2839,171,74,310,156
2845,0,121,500,357
2846,178,95,308,182
2847,0,0,500,41
2848,355,0,450,243
2851,156,189,334,303
2852,245,56,426,145
2853,243,144,379,237
2858,0,0,333,89
2862,149,73,312,170
2863,207,50,352,123
2866,176,60,357,165
2867,176,124,319,197
2868,279,63,500,166
2869,209,252,337,366
2873,198,81,332,160
2874,129,123,263,197
2875,82,18,305,131
2878,158,133,310,211
2879,73,0,500,58
2880,261,0,397,102
2883,216,61,350,167
2885,0,0,500,59
2887,165,89,321,154
2892,171,179,345,245
2893,0,169,142,333
2897,245,38,397,105
2898,189,81,310,171
2900,180,58,321,129
2901,252,77,386,153
2902,0,0,500,113
2904,256,276,464,333
2906,46,0,466,67
2908,267,104,408,206
2909,218,109,368,204
2913,154,79,301,190
2915,243,137,408,212
2917,162,69,287,180
2918,229,48,379,133
2919,95,114,319,210
2920,113,46,294,128
2921,0,0,500,97
2923,0,291,500,346
2924,247,39,383,130
2926,0,0,500,80
2929,0,0,500,62
2934,377,40,500,122
2935,104,49,361,154
2936,361,0,455,121
2938,220,37,359,115
2940,178,169,271,292
2941,0,0,500,92
2942,140,43,321,123
2949,203,50,339,133
2951,100,43,294,120
2952,180,67,388,153
2957,174,149,312,214
2959,154,177,312,266
2960,0,0,500,60
2961,0,0,500,57
2963,69,147,330,266
2965,0,326,250,400
2967,245,156,408,220
2968,171,108,294,217
2971,151,99,305,187
2974,0,357,179,500
2975,189,167,345,237
2977,136,53,301,126
2979,140,53,285,142
2981,247,86,372,243
2982,113,309,290,375
2983,194,80,332,159
2984,0,0,464,52
2988,93,114,234,241
2991,135,89,257,216
2992,0,0,500,72
2993,156,148,308,264
2995,243,149,361,251
2997,0,0,500,76
3001,185,178,330,279
3004,0,0,500,72
3005,176,112,354,231
3006,252,77,375,165
3007,46,0,243,63
3011,154,128,328,280
3012,241,120,379,208
3013,169,81,299,169
3015,0,0,500,74
3018,250,117,417,202
3019,243,80,377,163
3021,169,138,303,245
3022,323,92,453,175
3025,71,47,412,220
3029,80,69,209,187
3032,252,153,368,246
3034,111,56,287,172
3037,205,151,361,267
3039,78,97,281,198
3045,272,90,381,197
3050,64,187,185,277
3051,142,133,287,207
3053,120,73,247,149
3055,408,45,500,158
3056,93,43,290,125
3057,75,168,227,267
3058,80,170,238,271
3059,0,0,500,73
3060,127,160,272,244
3061,194,90,321,187
3062,229,151,404,229
3063,107,108,227,197
3064,154,110,287,204
3066,0,0,500,74
3067,207,74,303,182
3071,185,125,343,230
3072,0,144,84,287
3074,198,107,314,199
3075,162,177,448,249
3076,133,180,258,303
3078,220,146,352,248
3080,184,115,313,215
3081,44,0,462,53
3083,383,0,500,130
3084,140,112,328,270
3087,157,154,245,279
3090,196,99,314,188
3091,174,125,285,255
3097,113,75,241,151
3098,234,163,437,236
3099,196,104,303,217
3100,97,160,189,279
3101,0,200,100,395
3105,330,103,444,202
3107,203,112,339,191
3108,198,133,343,215
3110,245,112,343,245
3111,209,132,332,215
3112,149,167,285,259
3116,0,0,197,174
3118,296,314,500,375
3124,103,129,199,314
3127,205,141,316,240
3128,160,93,337,217
3129,189,90,308,182
3130,198,227,301,352
3131,205,137,354,217
3133,301,196,441,287
3135,174,126,312,202
3136,104,84,258,153
3137,127,122,236,226
3138,191,102,337,202
3140,154,162,287,260
3144,147,115,305,232
3146,0,82,165,186
3148,232,0,404,110
3150,160,184,283,280
3151,209,123,386,202
3153,127,165,272,240
3154,341,0,500,71
3155,147,157,303,237
3156,281,117,415,208
3162,167,93,308,166
3166,62,165,182,316
3168,265,139,406,217
3169,169,149,274,276
3170,265,118,409,227
3171,165,107,279,209
3172,160,197,310,282
3176,218,46,363,135
3179,185,189,321,303
3182,116,27,261,105
3184,196,178,321,266
3185,142,122,254,220
3186,274,99,399,194
3190,208,125,348,223
3191,196,111,310,205
3192,127,106,287,199
3193,111,32,236,113
3195,225,83,366,161
3198,209,55,352,140
3201,185,175,354,240
3204,156,158,254,285
3206,66,97,205,191
3211,261,167,363,319
3216,303,116,444,238
3218,160,66,321,144
3219,111,205,210,328
3220,166,0,325,111
3222,0,345,257,444
3223,196,66,321,139
3225,127,153,247,246
3226,276,47,415,126
3227,140,75,283,165
3228,245,124,359,231
3230,167,108,388,191
3231,125,108,319,227
3233,285,60,439,151
3239,205,203,325,325
3242,258,0,368,120
3243,55,0,500,67
3244,117,66,270,140
3246,227,37,368,128
3247,144,71,269,180
3249,107,114,229,199
3251,140,144,287,230
3252,180,203,352,271
3253,66,95,222,265
3254,198,117,323,199
3257,203,148,348,229
3258,194,189,321,283
3259,334,145,462,237
3261,151,50,299,247
3264,0,101,158,188
3267,256,128,381,211
3269,177,187,307,299
3273,279,123,421,196
3276,183,143,337,220
3280,205,124,341,203
3282,176,119,343,199
3284,167,124,294,202
3285,194,221,354,301
3287,158,270,300,370
3290,270,102,408,181
3291,180,160,305,254
3292,245,108,368,190
3294,267,154,381,257
3295,203,165,325,296
3296,187,156,303,292
3298,191,165,328,272
3299,0,266,154,382
3301,205,125,330,254
3302,0,38,125,118
3305,53,124,276,200
3307,76,133,265,294
3312,250,102,390,189
3313,354,0,500,83
3315,223,157,359,227
3317,64,249,292,324
3318,183,190,316,286
3319,149,169,245,283
3321,171,151,308,235
3322,227,73,377,154
3323,129,55,236,124
3326,118,121,332,221
3327,247,95,406,185
3328,176,83,345,154
3329,98,167,287,286
3330,129,136,310,223
3331,156,92,303,190
3342,167,179,321,248
3344,116,51,345,120
3350,187,126,308,207
3351,223,105,363,189
3353,174,78,328,160
3354,189,141,433,255
3356,321,158,453,247
3357,160,112,339,225
3358,267,210,388,319
3359,245,120,361,227
3361,147,148,337,226
3364,145,225,292,312
3367,272,223,444,363
3368,40,58,169,154
3370,174,59,285,166
3372,104,79,345,240
3376,265,120,419,196
3377,154,185,386,318
3378,0,0,448,63
3379,91,227,236,333
3383,102,90,348,219
3384,270,196,366,318
3386,194,0,357,92
3390,191,250,361,430
3391,258,107,370,210
3393,74,78,156,209
3399,51,193,348,328
3400,296,50,430,157
3403,175,73,261,203
3404,319,182,500,240
3406,149,47,330,130
3408,254,172,377,259
3409,194,195,334,277
3410,234,50,368,144
3411,212,81,366,148
3413,194,109,325,178
3414,236,199,357,294
3416,49,222,165,316
3417,138,0,401,151
3418,0,0,500,63
3419,140,89,308,153
3420,46,0,466,63
3421,0,97,247,234
3428,185,75,339,156
3432,127,202,328,289
3433,415,111,500,273
3434,194,113,303,265
3436,178,76,303,184
3442,205,197,337,296
3444,109,0,285,67
3445,200,314,291,437
3446,183,185,337,253
3448,123,151,258,230
3449,281,341,406,475
3450,80,62,348,214
3452,198,49,348,134
3453,136,151,325,227
3454,182,147,293,285
3455,147,177,334,246
3457,78,145,281,203
3461,87,0,328,128
3465,109,40,238,117
3469,156,170,301,383
3470,102,138,325,190
3472,180,263,318,370
3474,171,99,299,193
3475,93,0,283,143
3477,133,122,261,215
3478,145,228,368,333
3480,169,124,294,212
3483,229,224,368,328
3485,68,185,261,332
3487,145,108,316,283
3489,212,65,363,185
3490,111,118,352,273
3491,58,84,165,194
3492,196,197,368,271
3494,116,244,254,343
3495,218,202,375,279
3496,261,194,395,282
3499,148,125,244,245
3500,0,0,500,57
3505,142,174,250,304
3511,0,0,500,59
3513,178,183,337,258
3514,129,217,263,297
3515,151,81,415,142
3519,162,181,341,239
3521,158,64,354,193
3522,198,138,386,202
3525,125,207,308,304
3526,131,142,410,214
3527,165,236,348,318
3528,149,220,310,285
3529,131,197,274,280
3530,132,270,264,363
3531,208,84,291,220
3536,174,246,319,344
3537,53,20,162,128
3538,223,202,437,269
3541,44,142,323,232
3543,252,206,399,282
3547,0,0,500,63
3548,89,147,336,299
3549,0,0,500,62
3550,205,214,319,323
3552,46,0,466,50
3554,200,58,332,155
3556,145,143,401,201
3557,64,111,207,223
3562,0,78,215,234
3566,212,142,372,217
3568,225,93,363,175
3570,0,0,500,60
3573,180,97,296,197
3576,196,166,337,248
3577,171,57,251,141
3579,185,95,354,188
3580,0,0,500,55
3581,0,0,500,66
3582,111,215,296,280
3584,0,0,500,74
3585,169,183,323,251
3592,256,154,372,236
3593,196,159,343,254
3594,131,190,227,313
3596,0,0,500,56
3598,250,134,419,206
3600,252,80,381,170
3601,229,55,419,160
3603,98,78,366,212
3604,180,201,343,278
3607,102,0,357,207
3613,0,0,500,70
3615,71,108,332,246
3619,113,111,299,204
3622,2,0,500,65
3623,95,0,337,179
3624,91,174,247,254
3626,220,41,377,107
3627,120,169,250,266
3631,183,0,395,137
3632,121,330,253,500
3633,194,80,341,153
3636,165,95,299,180
3638,90,319,204,439
3639,138,164,296,249
3641,71,0,470,50
3642,0,0,500,59
3643,78,102,330,237
3644,214,58,359,160
3646,258,106,399,197
3648,136,120,283,229
3649,243,97,377,190
3651,95,0,281,106
3652,169,78,296,159
3654,196,173,303,273
3656,149,35,319,99
3659,0,0,310,115
3662,153,50,322,145
3664,109,0,264,158
3666,0,0,464,54
3667,160,178,308,254
3668,136,152,399,247
3669,0,151,200,221
3673,319,0,500,87
3677,180,38,332,111
3679,133,213,290,289
3680,174,73,330,140
3682,71,46,274,135
3683,59,64,162,162
3684,191,55,290,207
3685,129,188,312,250
3686,180,180,323,284
3688,55,74,167,177
3691,71,191,165,357
3696,154,77,294,175
3698,250,215,379,294
3699,171,56,312,150
3704,133,183,314,255
3705,263,47,406,133
3707,118,171,268,270
3708,151,171,275,287
3711,160,45,332,173
3713,133,176,341,259
3714,102,85,234,172
3716,276,46,433,120
3717,145,166,308,244
3719,227,220,348,327
3722,247,214,372,334
3723,0,304,500,375
3726,205,46,332,143
3727,252,65,381,145
3729,129,63,232,169
3732,133,165,252,279
3733,120,189,283,313
3735,116,121,227,197
3742,121,78,238,152
3744,0,0,500,74
3745,24,76,71,126
3749,319,0,500,59
3750,175,150,317,215
3751,207,34,341,103
3753,0,0,185,127
3755,89,146,183,203
3758,109,114,236,186
3760,142,104,265,212
3763,0,0,500,64
3766,245,37,379,121
3767,176,179,305,271
3768,390,71,500,167
3771,185,175,330,303
3777,214,108,361,205
3778,200,220,337,300
3779,207,228,404,314
3782,203,50,401,150
3788,238,69,375,147
3789,113,0,220,124
3791,138,165,426,326
3793,183,125,312,215
3796,140,160,339,270
3797,241,60,363,152
3798,91,56,283,150
3800,203,157,399,222
3804,142,154,366,303
3806,136,0,343,150
3808,64,80,272,226
3809,162,151,292,254
3813,200,41,377,112
3814,196,214,343,410
3820,133,132,285,205
3821,136,147,256,231
3823,334,151,450,240
3825,71,161,165,267
3826,265,135,381,241
3827,132,200,200,352
3828,321,46,441,180
3829,127,230,229,333
3830,104,123,350,202
3831,227,165,424,249
3834,0,0,500,87
3836,386,220,500,326
3837,136,110,234,242
3838,115,53,221,154
3840,212,129,363,232
3842,66,118,209,194
3844,114,198,239,283
3846,120,359,285,500
3847,0,0,500,78
3851,75,35,305,95
3852,258,47,397,124
3855,178,211,316,324
3856,332,234,500,293
3857,270,172,412,276
3859,0,0,333,71
3863,66,102,310,280
3870,147,57,294,135
3871,171,41,363,130
3875,117,185,328,290
3876,127,308,290,397
3877,45,0,391,80
3878,207,231,377,296
3879,279,64,430,179
3880,169,0,339,101
3881,183,17,310,105
3882,216,49,363,174
3883,229,108,361,207
3884,156,75,301,137
3885,176,137,368,252
3886,105,167,206,296
3895,250,46,412,112
3896,71,145,250,219
3898,0,0,107,126
3899,153,75,300,183
3900,0,0,500,82
3903,221,136,298,308
3907,167,185,293,292
3908,151,160,366,251
3909,0,39,162,119
3911,136,194,337,312
3914,17,0,180,75
3917,75,187,184,292
3918,51,325,238,421
3921,0,0,385,102
3923,0,0,500,69
3924,0,234,151,297
3925,113,149,276,255
3926,252,121,375,203
3927,37,231,160,331
3929,185,169,328,247
3934,343,218,500,307
3935,180,48,390,195
3937,288,194,410,308
3938,138,147,272,234
3939,81,265,200,361
3940,285,301,430,400
3943,216,164,366,248
3944,274,98,357,299
3945,79,84,280,214
3947,33,160,214,236
3951,187,78,321,156
3953,22,247,180,323
3958,203,66,388,151
3960,51,33,299,102
3963,118,49,296,121
3965,189,138,343,319
3968,261,267,450,375
3971,183,75,325,165
3973,160,98,328,164
3974,198,84,337,162
3976,176,120,275,252
3977,198,102,410,209
3978,129,99,279,239
3980,285,166,435,240
3982,209,43,395,127
3983,104,0,310,61
3985,158,99,354,180
3986,147,91,337,209
3987,319,272,500,333
3989,160,199,325,271
3991,156,56,341,143
3992,0,0,256,76
3993,100,90,276,148
3994,109,160,243,234
3999,37,0,462,74
4001,183,41,339,108
4002,218,41,441,110
4004,198,86,343,161
4009,110,0,283,71
4010,108,56,276,148
4013,308,73,433,180
4014,198,45,381,113
4020,112,93,240,245
4021,48,26,104,63
4025,158,53,339,161
4026,0,88,500,195
4033,57,64,311,241
4034,113,66,281,158
4036,191,84,305,173
4037,218,0,375,128
4038,54,63,102,110
4040,86,0,195,114
4042,154,50,316,151
4043,142,61,363,139
4045,149,63,323,167
4046,113,34,229,82
4047,116,87,266,175
4048,142,50,500,148
4050,158,52,357,157
4051,154,58,370,175
4052,142,0,352,120
4053,95,91,194,254
4054,85,71,297,243
4056,156,66,330,160
4058,156,140,354,225
4059,178,68,352,155
4062,194,51,417,148
4063,140,0,328,128
4064,176,91,345,186
4065,0,390,111,500
4070,127,66,269,209
4073,138,0,241,120
4077,122,104,254,220
4080,102,56,281,129
4081,50,0,397,43
4083,180,90,308,193
4084,241,101,388,223
4085,272,126,410,221
4086,0,0,500,87
4087,167,129,301,213
4088,328,0,500,53
4089,0,0,500,66
4094,140,197,332,258
4098,0,0,500,71
4099,198,117,319,208
4101,144,128,225,203
4102,84,48,192,122
4104,0,0,500,62
4106,113,242,243,333
4108,290,0,468,58
4109,383,195,500,326
4110,0,0,468,55
4115,209,110,345,210
4118,102,93,182,153
4119,220,120,366,226
4120,299,63,489,177
4121,65,40,223,120
4123,329,0,499,58
4125,316,0,500,68
4128,0,0,194,171
4132,64,122,419,235
4135,236,72,500,223
4138,169,69,323,136
4139,0,0,450,46
4140,113,139,305,239
4141,183,75,388,195
4144,0,0,500,87
4145,0,0,450,48
4148,198,207,354,284
4150,160,77,292,159
4151,0,0,375,93
4152,165,81,437,180
4153,0,0,176,79
4161,209,203,372,298
4163,0,0,500,62
4168,0,0,500,63
4169,0,0,202,128
4172,167,154,328,276
4175,127,87,328,160
4176,0,0,245,115
4177,128,85,279,153
4179,188,0,299,49
4180,0,0,500,59
4181,0,95,55,334
4182,0,0,500,71
4185,107,97,296,188
4186,238,89,383,175
4187,0,0,420,45
4189,180,154,330,225
4192,176,121,312,204
4195,0,0,187,68
4196,142,113,372,270
4198,140,203,281,294
4200,180,89,330,160
4202,252,69,379,154
4204,151,58,406,167
4205,208,73,312,194
4206,323,83,435,179
4207,80,108,218,199
4210,116,91,265,200
4212,138,98,258,192
4213,169,78,363,156
4215,232,104,363,199
4217,214,107,350,227
4220,276,74,415,185
4222,66,133,196,266
4224,189,103,305,204
4225,0,248,167,316
4226,182,120,313,227
4227,178,91,319,176
4228,108,129,213,245
4231,287,96,421,186
4235,133,103,274,194
4237,265,126,363,228
4245,209,81,354,161
4246,209,47,401,163
4247,154,99,359,182
4249,151,82,305,158
4250,104,87,296,267
4252,142,113,274,214
4253,174,98,299,227
4255,156,99,341,191
4258,55,71,188,281
4261,96,151,220,276
4262,187,140,319,234
4264,149,56,337,156
4265,142,148,276,247
4270,177,138,315,272
4274,66,66,207,209
4277,140,60,352,159
4280,245,127,430,264
4281,109,109,363,241
4284,218,118,437,220
4285,0,0,172,174
4287,51,82,221,207
4288,125,62,310,163
4292,120,171,229,285
4293,141,140,333,290
4294,162,107,361,193
4295,209,137,350,218
4298,187,117,308,217
4300,207,56,412,139
4304,232,147,335,281
4305,136,66,276,164
4307,145,111,272,200
4308,136,93,345,167
4310,361,145,500,237
4311,167,101,350,194
4312,0,0,500,68
4313,131,116,352,225
4314,138,93,325,209
4315,0,29,500,115
4317,168,0,299,64
4318,194,96,341,169
4319,171,145,310,231
4322,116,77,243,172
4323,200,96,341,178
4327,128,62,208,120
4330,116,262,270,342
4333,151,25,285,104
4335,150,46,273,117
4336,0,81,500,307
4337,185,90,308,192
4338,162,0,419,130
4339,98,37,183,66
4340,132,104,222,223
4344,78,38,254,133
4351,127,61,339,159
4353,103,107,214,220
4357,69,0,198,115
4359,187,96,350,163
4364,212,75,311,258
4365,105,93,220,205
4366,138,65,265,156
4367,203,89,330,186
4368,174,172,343,249
4371,71,54,343,191
4372,198,112,330,194
4373,38,118,112,258
4375,0,95,131,157
4376,191,160,337,244
4377,210,82,318,216
4378,105,149,199,281
4379,131,131,227,284
4381,198,83,339,172
4382,283,225,439,295
4384,149,116,325,221
4386,154,123,323,222
4388,162,241,264,361
4389,174,146,337,197
4393,62,37,223,101
4395,200,44,310,141
4396,183,73,312,158
4397,176,39,314,128
4399,127,179,256,290
4400,352,64,500,156
4402,203,198,366,277
4403,191,83,319,166
4404,70,0,222,98
4408,0,231,493,301
4409,142,89,321,156
4411,98,97,238,180
4413,122,129,325,241
4418,142,102,287,184
4419,147,177,337,246
4421,58,55,171,155
4425,194,37,341,106
4430,176,109,330,190
4431,58,89,191,173
4436,154,44,308,112
4438,171,44,357,103
4441,138,144,359,214
4442,100,69,234,162
4444,140,64,252,169
4446,0,0,500,71
4447,0,0,500,79
4451,94,82,222,196
4455,189,266,377,331
4457,223,199,388,313
4460,191,68,314,159
4461,145,55,323,127
4462,0,0,500,66
4463,189,81,337,147
4464,158,128,321,231
4466,162,177,361,269
4467,117,250,266,361
4468,187,159,392,258
4469,156,102,325,172
4470,0,212,222,314
4472,46,0,466,57
4474,198,202,359,276
4479,51,0,473,58
4480,100,52,287,122
4481,106,148,301,223
4486,252,87,408,172
4487,167,65,348,145
4488,180,86,343,150
4492,0,0,500,87
4493,0,0,171,68
4496,176,234,312,338
4497,132,162,262,279
4499,180,149,441,301
4500,107,176,251,270
4501,26,127,158,229
4502,138,87,236,207
4503,245,94,430,162
4504,203,114,325,200
4505,169,240,361,301
4506,158,0,254,120
4507,177,0,372,50
4512,103,133,281,232
4514,124,125,227,225
4515,209,62,368,147
4516,167,90,279,145
4517,71,51,232,146
4522,176,84,319,156
4525,53,0,477,61
4527,131,78,240,143
4532,125,277,287,359
4533,0,0,500,75
4535,87,129,198,272
4536,95,135,406,241
4537,148,136,323,292
4538,229,98,444,159
4543,385,270,477,405
4545,0,0,299,122
4547,0,0,495,165
4552,0,0,302,70
4555,0,0,270,135
4560,113,34,285,102
4566,73,82,240,223
4571,196,66,395,194
4576,0,0,174,63
4577,0,0,500,79
4579,41,187,155,352
4583,80,0,223,158
4584,173,198,274,308
4585,194,219,383,287
4586,316,0,500,63
4587,29,0,500,66
4588,196,54,348,132
4589,112,93,260,191
4591,0,0,122,78
4592,26,227,185,295
4593,0,0,500,168
4594,0,0,400,87
4595,194,0,330,78
4596,183,51,337,132
4597,0,0,420,98
4598,145,63,334,162
4600,0,0,111,140
4601,151,146,357,235
4602,164,95,309,216
4603,138,194,415,291
4605,212,140,399,236
4606,203,112,328,202
4610,218,42,372,110
4611,134,89,283,241
4613,220,178,357,268
4615,238,182,383,267
4618,107,239,325,301
4622,0,0,359,87
4623,93,82,238,155
4624,0,147,78,311
4626,187,68,332,144
4630,183,78,343,174
4633,121,151,277,279
4636,154,156,292,245
4637,227,146,366,238
4638,189,71,354,152
4640,142,44,337,123
4641,270,249,500,295
4642,198,90,406,186
4643,183,75,345,191
4644,183,78,352,148
4648,58,107,169,202
4649,149,59,334,175
4650,0,229,174,294
4651,0,251,113,348
4652,102,70,263,139
4662,185,129,321,205
4663,0,0,444,91
4664,207,109,319,227
4666,216,66,345,179
4667,227,200,379,272
4668,312,269,500,333
4670,147,41,323,104
4671,133,132,258,228
4673,0,0,500,62
4675,220,169,294,308
4676,205,179,366,243
4679,0,0,500,60
4681,0,0,500,72
4682,180,96,305,188
4684,107,113,252,245
4685,136,229,290,314
4687,319,0,500,57
4689,96,198,203,299
4690,113,176,233,283
4693,232,167,372,243
4696,207,71,363,245
4697,112,60,200,175
4698,263,34,500,98
4704,185,94,390,214
4705,167,140,294,231
4707,0,225,145,344
4709,0,0,165,135
4710,321,138,437,230
4711,125,209,332,281
4715,178,126,312,205
4720,136,169,283,251
4721,191,90,330,167
4722,120,141,316,226
4725,0,0,500,55
4728,0,0,500,57
4730,207,113,412,213
4731,220,63,408,163
4732,191,85,323,181
4733,0,0,120,85
4735,0,0,500,78
4736,66,151,189,245
4739,0,0,171,72
4740,35,0,468,56
4741,200,185,361,266
4742,160,91,352,173
4746,174,46,359,124
4750,6,0,500,65
4751,71,124,171,233
4752,321,0,500,87
4753,238,84,388,154
4754,158,49,341,102
4755,0,0,113,95
4758,0,0,500,71
4759,167,106,330,181
4761,149,0,395,141
4763,227,225,388,291
4766,193,117,346,236
4771,290,59,500,126
4773,0,0,404,102
4774,160,148,296,228
4775,247,115,381,196
4778,130,167,335,325
4781,0,0,500,79
4783,127,127,220,245
4785,158,185,319,266
4787,158,142,334,202
4789,215,209,312,341
4791,0,0,350,68
4793,160,98,279,236
4795,189,32,359,106
4796,91,25,234,88
4797,140,174,232,296
4798,174,68,310,145
4800,209,0,332,70
4802,154,37,354,103
4805,122,0,316,59
4808,0,178,254,309
4811,140,49,334,133
4815,0,78,113,159
4816,73,33,218,123
4817,136,82,290,174
4818,183,120,364,254
4819,0,0,129,72
4823,194,77,310,176
4824,0,127,107,241
4825,132,178,214,308
4827,225,200,352,321
4829,220,0,428,155
4830,190,55,308,158
4831,160,127,274,227
4832,189,91,381,160
4833,0,0,375,91
4834,212,0,341,90
4836,206,127,340,221
4837,265,165,412,262
4843,116,86,272,227
4846,328,0,500,59
4847,164,82,260,203
4854,136,133,272,247
4856,169,51,345,129
4862,121,139,229,197
4863,131,41,325,183
4864,30,27,95,80
4865,129,125,216,238
4866,241,183,390,251
4870,151,61,299,209
4872,120,44,220,108
4874,78,48,223,152
4875,0,0,500,77
4879,71,124,140,157
4883,238,140,363,350
4884,78,0,292,126
4885,180,207,332,282
4888,270,73,399,170
4889,0,0,169,80
4890,225,0,392,149
4891,0,0,488,176
4901,89,107,334,227
4902,93,0,330,113
4903,120,87,370,146
4905,67,122,189,182
4908,189,112,332,197
4909,238,153,368,250
4911,212,178,315,296
4913,44,229,162,319
4914,254,93,390,184
4915,118,65,241,190
4917,209,75,391,169
4918,223,87,379,167
4919,214,96,421,187
4921,205,83,332,168
4924,93,51,265,142
4925,185,142,341,209
4926,107,53,274,159
4927,176,180,328,259
4928,250,68,363,164
4931,95,90,234,174
4932,250,114,500,211
4934,107,61,247,135
4936,169,92,303,184
4939,71,34,277,169
4940,198,73,310,209
4942,0,0,165,137
4943,256,75,368,177
4944,111,45,227,152
4949,0,0,500,76
4958,203,151,352,243
4960,214,59,341,165
4962,187,96,330,212
4963,207,201,354,287
4965,285,143,426,261
4966,212,133,368,228
4967,151,126,370,200
4971,216,109,357,203
4973,191,115,303,214
4976,0,0,500,72
4978,350,98,500,191
4979,0,419,333,500
4980,189,127,339,240
4981,71,93,178,195
4982,252,190,386,271
4983,89,62,220,164
4984,97,70,255,170
4986,82,137,256,215
4987,149,214,323,297
4989,265,77,500,182
4990,160,176,316,245
4991,163,40,296,95
4995,207,95,412,199
4996,279,105,412,196
4998,265,74,388,163
4999,142,169,261,292
5002,183,75,330,185
5005,102,132,250,233
5009,203,192,341,277
5010,218,116,357,246
5012,187,44,293,153
5013,145,137,274,225
5015,404,241,500,487
5021,154,178,341,234
5025,212,214,343,303
5026,283,62,424,153
5027,62,0,281,132
5028,109,36,294,133
5029,162,212,298,352
5031,218,0,430,145
5034,227,53,412,137
5036,69,50,229,202
5041,120,0,232,108
5045,258,75,388,173
5046,145,43,348,123
5049,91,52,279,143
5051,270,90,399,176
5055,254,298,410,387
5056,169,91,312,163
5057,178,231,330,296
5059,316,21,450,117
5060,178,38,303,121
5061,223,0,500,109
5062,195,116,314,229
5066,104,38,236,117
5070,73,74,285,156
5071,116,109,229,197
5072,214,0,424,150
5074,261,71,375,174
5077,258,0,397,164
5078,183,23,303,119
5081,162,178,377,233
5082,182,69,309,178
5084,133,66,258,169
5085,225,99,408,194
5090,28,0,421,78
5094,116,50,276,131
5095,0,0,462,65
5097,0,0,500,73
5098,27,343,202,432
5100,332,216,457,323
5101,0,0,435,104
5102,0,0,500,82
5103,87,156,227,235
5104,0,0,500,64
5105,178,0,291,156
5106,0,174,279,261
5107,187,134,341,234
5108,263,165,377,284
5110,91,261,180,381
5113,145,169,231,308
5115,97,227,269,348
5118,53,0,500,38
5119,216,0,356,162
5120,26,348,149,444
5122,71,32,217,86
5124,156,0,357,190
5125,131,132,270,211
5132,87,80,159,236
5133,205,162,379,237
5134,149,84,323,212
5136,0,0,500,82
5137,397,0,500,126
5140,243,148,375,253
5141,69,137,183,246
5146,138,90,330,160
5150,125,105,316,169
5154,238,38,408,81
5156,113,78,334,197
5160,179,184,308,299
5161,137,71,283,196
5165,166,128,264,206
5166,163,0,289,79
5167,160,57,348,170
5169,69,64,330,154
5177,200,53,348,132
5178,108,75,295,142
5179,158,99,283,187
5182,198,111,330,193
5183,146,69,260,171
5186,78,80,263,207
5188,91,43,227,121
5189,354,194,500,270
5190,203,51,337,129
5191,100,124,296,187
5192,314,117,500,204
5193,184,79,349,133
5195,207,54,366,123
5197,183,86,332,163
5198,98,67,325,173
5199,229,85,366,166
5201,145,55,323,120
5202,84,84,314,175
5203,232,61,475,194
5205,122,99,305,198
5207,404,65,500,173
5209,214,78,390,130
5213,136,82,270,170
5214,308,0,424,80
5216,205,38,325,129
5218,191,115,330,194
5219,71,59,281,175
5220,196,60,314,136
5223,187,74,319,152
5224,89,78,229,151
5225,35,75,191,146
5226,0,309,500,375
5227,82,43,256,110
5228,0,35,140,266
5229,348,122,500,208
5232,69,57,207,154
5234,274,56,435,130
5238,272,71,408,156
5240,109,166,276,244
5243,209,89,372,157
5245,180,0,354,65
5247,381,105,500,205
5250,321,141,450,229
5253,89,54,225,143
5254,82,48,236,124
5257,225,122,368,201
5258,187,63,303,167
5259,256,87,395,164
5263,185,0,325,92
5265,136,112,250,224
5266,129,51,283,137
5272,238,103,399,182
5273,271,165,375,292
5274,0,234,147,333
5275,241,201,381,294
5276,0,0,500,82
5277,165,105,319,184
5282,258,80,428,164
5283,258,49,444,113
5284,174,37,330,106
5290,142,46,296,115
5291,178,191,289,308
5293,0,0,459,53
5296,99,0,213,95
5298,129,0,354,57
5299,185,118,330,206
5301,0,0,500,66
